id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,prep_time_min,difficulty,ingredient_quantities,appliances,tags,instructions
879,chicken_tortilla_879,chicken,tortilla,broccoli,soy sauce,710,62,75,18,8,4,528,22,quick,chicken:200g; tortilla:150g; broccoli:100g; soy sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, quick, air fryer, slow cooker",1. Batch cook chicken (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook broccoli. 4. Combine chicken with soy sauce. 5. Serve with tortilla.
880,lentils_pasta_880,lentils,pasta,spinach,tomato sauce,472,18,78,10,8,4,438,20,quick,lentils:200g; pasta:150g; spinach:100g; tomato sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook lentils (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook spinach. 4. Combine lentils with tomato sauce. 5. Serve with pasta.
881,salmon_potatoes_881,salmon,potatoes,zucchini,garlic sauce,626,50,26,36,3,1,531,16,quick,salmon:200g; potatoes:150g; zucchini:100g; garlic sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, quick, air fryer, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook zucchini. 4. Combine salmon with garlic sauce. 5. Serve with potatoes.
882,salmon_tortilla_882,salmon,tortilla,zucchini,tomato sauce,824,50,75,36,8,4,411,10,quick,salmon:200g; tortilla:150g; zucchini:100g; tomato sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook salmon (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook zucchini. 4. Combine salmon with tomato sauce. 5. Serve with tortilla.
883,salmon_noodles_883,salmon,noodles,broccoli,pesto,686,50,40,36,4,2,783,30,balanced,salmon:200g; noodles:150g; broccoli:100g; pesto:75g; oil:10g,microwave,"batch-cooking, meal-prep, balanced, microwave",1. Batch cook salmon (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook broccoli. 4. Combine salmon with pesto. 5. Serve with noodles.
884,turkey_noodles_884,turkey,noodles,peppers,tomato sauce,520,58,40,14,4,2,718,35,balanced,turkey:200g; noodles:150g; peppers:100g; tomato sauce:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, balanced, air fryer, stovetop, oven",1. Batch cook turkey (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook peppers. 4. Combine turkey with tomato sauce. 5. Serve with noodles.
885,pork_noodles_885,pork,noodles,carrots,cream sauce,720,54,40,38,4,2,799,13,quick,pork:200g; noodles:150g; carrots:100g; cream sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, quick, stovetop, oven",1. Batch cook pork (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine pork with cream sauce. 5. Serve with noodles.
886,lentils_rice_886,lentils,rice,broccoli,cream sauce,490,18,82,10,8,4,414,30,balanced,lentils:200g; rice:150g; broccoli:100g; cream sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, balanced, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook broccoli. 4. Combine lentils with cream sauce. 5. Serve with rice.
887,chicken_quinoa_887,chicken,quinoa,peppers,garlic sauce,560,68,32,18,3,2,397,17,quick,chicken:200g; quinoa:150g; peppers:100g; garlic sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, quick, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook peppers. 4. Combine chicken with garlic sauce. 5. Serve with quinoa.
888,tofu_rice_888,tofu,rice,spinach,teriyaki,412,16,42,20,4,2,674,44,balanced,tofu:200g; rice:150g; spinach:100g; teriyaki:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, balanced, microwave, stovetop",1. Batch cook tofu (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook spinach. 4. Combine tofu with teriyaki. 5. Serve with rice.
889,chicken_rice_889,chicken,rice,zucchini,garlic sauce,578,62,42,18,4,2,422,70,weekend,chicken:200g; rice:150g; zucchini:100g; garlic sauce:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, weekend, microwave, stovetop",1. Batch cook chicken (store for 2–3 meals). 2. Marinate the chicken for better flavor. 3. Prepare rice in bulk. 4. Cook zucchini. 5. Combine chicken with garlic sauce. 6. Serve with rice. 7. Plate carefully and add garnish.
890,salmon_rice_890,salmon,rice,carrots,soy sauce,692,50,42,36,4,2,798,23,quick,salmon:200g; rice:150g; carrots:100g; soy sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook carrots. 4. Combine salmon with soy sauce. 5. Serve with rice.
891,shrimp_potatoes_891,shrimp,potatoes,peppers,tomato sauce,402,48,26,12,3,1,458,20,quick,shrimp:200g; potatoes:150g; peppers:100g; tomato sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook peppers. 4. Combine shrimp with tomato sauce. 5. Serve with potatoes.
892,pork_quinoa_892,pork,quinoa,spinach,tomato sauce,708,60,32,38,3,2,397,17,quick,pork:200g; quinoa:150g; spinach:100g; tomato sauce:75g; oil:10g,"stovetop, oven, slow cooker","batch-cooking, meal-prep, quick, stovetop, oven, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook spinach. 4. Combine pork with tomato sauce. 5. Serve with quinoa.
893,shrimp_pasta_893,shrimp,pasta,carrots,cream sauce,450,48,38,12,4,2,475,22,quick,shrimp:200g; pasta:150g; carrots:100g; cream sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine shrimp with cream sauce. 5. Serve with pasta.
894,chicken_rice_894,chicken,rice,onion,tomato sauce,578,62,42,18,4,2,545,29,balanced,chicken:200g; rice:150g; onion:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, balanced, air fryer, microwave, stovetop",1. Batch cook chicken (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook onion. 4. Combine chicken with tomato sauce. 5. Serve with rice.
895,pork_tortilla_895,pork,tortilla,carrots,cream sauce,858,54,75,38,8,4,312,13,quick,pork:200g; tortilla:150g; carrots:100g; cream sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, quick, stovetop, oven",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook carrots. 4. Combine pork with cream sauce. 5. Serve with tortilla.
896,beef_tortilla_896,beef,tortilla,spinach,tomato sauce,868,52,75,40,8,4,486,23,quick,beef:200g; tortilla:150g; spinach:100g; tomato sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook beef (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook spinach. 4. Combine beef with tomato sauce. 5. Serve with tortilla.
897,salmon_potatoes_897,salmon,potatoes,green beans,pesto,626,50,26,36,3,1,496,13,quick,salmon:200g; potatoes:150g; green beans:100g; pesto:75g; oil:10g,"oven, slow cooker","batch-cooking, meal-prep, quick, oven, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine salmon with pesto. 5. Serve with potatoes.
898,tofu_potatoes_898,tofu,potatoes,spinach,cream sauce,346,16,26,20,3,1,783,16,quick,tofu:200g; potatoes:150g; spinach:100g; cream sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, quick, oven",1. Batch cook tofu (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook spinach. 4. Combine tofu with cream sauce. 5. Serve with potatoes.
899,salmon_noodles_899,salmon,noodles,carrots,teriyaki,686,50,40,36,4,2,502,15,quick,salmon:200g; noodles:150g; carrots:100g; teriyaki:75g; oil:10g,"microwave, oven","batch-cooking, meal-prep, quick, microwave, oven",1. Batch cook salmon (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine salmon with teriyaki. 5. Serve with noodles.
900,pork_rice_900,pork,rice,zucchini,cream sauce,726,54,42,38,4,2,525,12,quick,pork:200g; rice:150g; zucchini:100g; cream sauce:75g; oil:10g,"microwave, slow cooker","batch-cooking, meal-prep, quick, microwave, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook zucchini. 4. Combine pork with cream sauce. 5. Serve with rice.
901,beef_potatoes_901,beef,potatoes,carrots,teriyaki,670,52,26,40,3,1,700,35,balanced,beef:200g; potatoes:150g; carrots:100g; teriyaki:75g; oil:10g,"air fryer, stovetop","batch-cooking, meal-prep, balanced, air fryer, stovetop",1. Batch cook beef (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook carrots. 4. Combine beef with teriyaki. 5. Serve with potatoes.
902,beef_noodles_902,beef,noodles,green beans,soy sauce,730,52,40,40,4,2,321,20,quick,beef:200g; noodles:150g; green beans:100g; soy sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook beef (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook green beans. 4. Combine beef with soy sauce. 5. Serve with noodles.
903,pork_rice_903,pork,rice,peppers,cream sauce,726,54,42,38,4,2,720,11,quick,pork:200g; rice:150g; peppers:100g; cream sauce:75g; oil:10g,"air fryer, stovetop, slow cooker","batch-cooking, meal-prep, quick, air fryer, stovetop, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook peppers. 4. Combine pork with cream sauce. 5. Serve with rice.
904,salmon_rice_904,salmon,rice,onion,teriyaki,692,50,42,36,4,2,678,17,quick,salmon:200g; rice:150g; onion:100g; teriyaki:75g; oil:10g,"air fryer, microwave","batch-cooking, meal-prep, quick, air fryer, microwave",1. Batch cook salmon (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook onion. 4. Combine salmon with teriyaki. 5. Serve with rice.
905,lentils_noodles_905,lentils,noodles,carrots,garlic sauce,484,18,80,10,8,4,401,20,quick,lentils:200g; noodles:150g; carrots:100g; garlic sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, quick, stovetop, oven",1. Batch cook lentils (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine lentils with garlic sauce. 5. Serve with noodles.
906,tofu_pasta_906,tofu,pasta,green beans,pesto,394,16,38,20,4,2,475,45,weekend,tofu:200g; pasta:150g; green beans:100g; pesto:75g; oil:10g,"stovetop, slow cooker","batch-cooking, meal-prep, weekend, stovetop, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Marinate the tofu for better flavor. 3. Prepare pasta in bulk. 4. Cook green beans. 5. Combine tofu with pesto. 6. Serve with pasta. 7. Plate carefully and add garnish.
907,turkey_rice_907,turkey,rice,zucchini,soy sauce,526,58,42,14,4,2,511,15,quick,turkey:200g; rice:150g; zucchini:100g; soy sauce:75g; oil:10g,"stovetop, slow cooker","batch-cooking, meal-prep, quick, stovetop, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook zucchini. 4. Combine turkey with soy sauce. 5. Serve with rice.
908,turkey_potatoes_908,turkey,potatoes,carrots,tomato sauce,460,58,26,14,3,1,692,52,weekend,turkey:200g; potatoes:150g; carrots:100g; tomato sauce:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, weekend, microwave, stovetop, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Marinate the turkey for better flavor. 3. Prepare potatoes in bulk. 4. Cook carrots. 5. Combine turkey with tomato sauce. 6. Serve with potatoes. 7. Plate carefully and add garnish.
909,turkey_noodles_909,turkey,noodles,zucchini,pesto,520,58,40,14,4,2,733,18,quick,turkey:200g; noodles:150g; zucchini:100g; pesto:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, quick, microwave, stovetop, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook zucchini. 4. Combine turkey with pesto. 5. Serve with noodles.
910,tofu_rice_910,tofu,rice,broccoli,teriyaki,412,16,42,20,4,2,766,23,quick,tofu:200g; rice:150g; broccoli:100g; teriyaki:75g; oil:10g,stovetop,"batch-cooking, meal-prep, quick, stovetop",1. Batch cook tofu (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook broccoli. 4. Combine tofu with teriyaki. 5. Serve with rice.
911,beef_noodles_911,beef,noodles,onion,pesto,730,52,40,40,4,2,693,44,balanced,beef:200g; noodles:150g; onion:100g; pesto:75g; oil:10g,"microwave, stovetop, oven","batch-cooking, meal-prep, balanced, microwave, stovetop, oven",1. Batch cook beef (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook onion. 4. Combine beef with pesto. 5. Serve with noodles.
912,salmon_potatoes_912,salmon,potatoes,green beans,garlic sauce,626,50,26,36,3,1,557,14,quick,salmon:200g; potatoes:150g; green beans:100g; garlic sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook salmon (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine salmon with garlic sauce. 5. Serve with potatoes.
913,turkey_tortilla_913,turkey,tortilla,broccoli,tomato sauce,658,58,75,14,8,4,561,81,weekend,turkey:200g; tortilla:150g; broccoli:100g; tomato sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, weekend, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Marinate the turkey for better flavor. 3. Prepare tortilla in bulk. 4. Cook broccoli. 5. Combine turkey with tomato sauce. 6. Serve with tortilla. 7. Plate carefully and add garnish.
914,turkey_potatoes_914,turkey,potatoes,spinach,teriyaki,460,58,26,14,3,1,694,34,balanced,turkey:200g; potatoes:150g; spinach:100g; teriyaki:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, balanced, microwave, stovetop",1. Batch cook turkey (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook spinach. 4. Combine turkey with teriyaki. 5. Serve with potatoes.
915,shrimp_noodles_915,shrimp,noodles,carrots,teriyaki,462,48,40,12,4,2,441,20,quick,shrimp:200g; noodles:150g; carrots:100g; teriyaki:75g; oil:10g,"microwave, slow cooker","batch-cooking, meal-prep, quick, microwave, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine shrimp with teriyaki. 5. Serve with noodles.
916,pork_tortilla_916,pork,tortilla,broccoli,soy sauce,858,54,75,38,8,4,390,14,quick,pork:200g; tortilla:150g; broccoli:100g; soy sauce:75g; oil:10g,"microwave, stovetop","batch-cooking, meal-prep, quick, microwave, stovetop",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook broccoli. 4. Combine pork with soy sauce. 5. Serve with tortilla.
917,chicken_quinoa_917,chicken,quinoa,zucchini,teriyaki,560,68,32,18,3,2,570,14,quick,chicken:200g; quinoa:150g; zucchini:100g; teriyaki:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, quick, stovetop, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook zucchini. 4. Combine chicken with teriyaki. 5. Serve with quinoa.
918,turkey_noodles_918,turkey,noodles,onion,pesto,520,58,40,14,4,2,525,11,quick,turkey:200g; noodles:150g; onion:100g; pesto:75g; oil:10g,"air fryer, microwave, slow cooker","batch-cooking, meal-prep, quick, air fryer, microwave, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook onion. 4. Combine turkey with pesto. 5. Serve with noodles.
919,chicken_rice_919,chicken,rice,broccoli,pesto,578,62,42,18,4,2,628,26,balanced,chicken:200g; rice:150g; broccoli:100g; pesto:75g; oil:10g,"air fryer, stovetop, oven","batch-cooking, meal-prep, balanced, air fryer, stovetop, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook broccoli. 4. Combine chicken with pesto. 5. Serve with rice.
920,shrimp_noodles_920,shrimp,noodles,green beans,tomato sauce,462,48,40,12,4,2,636,46,weekend,shrimp:200g; noodles:150g; green beans:100g; tomato sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, weekend, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare noodles in bulk. 4. Cook green beans. 5. Combine shrimp with tomato sauce. 6. Serve with noodles. 7. Plate carefully and add garnish.
921,turkey_tortilla_921,turkey,tortilla,peppers,garlic sauce,658,58,75,14,8,4,539,44,balanced,turkey:200g; tortilla:150g; peppers:100g; garlic sauce:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, balanced, microwave, stovetop, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook peppers. 4. Combine turkey with garlic sauce. 5. Serve with tortilla.
922,lentils_quinoa_922,lentils,quinoa,carrots,pesto,472,24,72,10,7,4,650,15,quick,lentils:200g; quinoa:150g; carrots:100g; pesto:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook lentils (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook carrots. 4. Combine lentils with pesto. 5. Serve with quinoa.
923,lentils_quinoa_923,lentils,quinoa,onion,cream sauce,472,24,72,10,7,4,733,20,quick,lentils:200g; quinoa:150g; onion:100g; cream sauce:75g; oil:10g,"oven, slow cooker","batch-cooking, meal-prep, quick, oven, slow cooker",1. Batch cook lentils (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook onion. 4. Combine lentils with cream sauce. 5. Serve with quinoa.
924,shrimp_pasta_924,shrimp,pasta,onion,cream sauce,450,48,38,12,4,2,390,16,quick,shrimp:200g; pasta:150g; onion:100g; cream sauce:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, quick, microwave, stovetop, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook onion. 4. Combine shrimp with cream sauce. 5. Serve with pasta.
925,tofu_rice_925,tofu,rice,onion,cream sauce,412,16,42,20,4,2,623,11,quick,tofu:200g; rice:150g; onion:100g; cream sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook tofu (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook onion. 4. Combine tofu with cream sauce. 5. Serve with rice.
926,beef_quinoa_926,beef,quinoa,green beans,cream sauce,718,58,32,40,3,2,636,22,quick,beef:200g; quinoa:150g; green beans:100g; cream sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook beef (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook green beans. 4. Combine beef with cream sauce. 5. Serve with quinoa.
927,tofu_pasta_927,tofu,pasta,carrots,tomato sauce,394,16,38,20,4,2,305,15,quick,tofu:200g; pasta:150g; carrots:100g; tomato sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine tofu with tomato sauce. 5. Serve with pasta.
928,tofu_potatoes_928,tofu,potatoes,spinach,garlic sauce,346,16,26,20,3,1,350,22,quick,tofu:200g; potatoes:150g; spinach:100g; garlic sauce:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, quick, microwave, stovetop, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook spinach. 4. Combine tofu with garlic sauce. 5. Serve with potatoes.
929,chicken_pasta_929,chicken,pasta,carrots,soy sauce,560,62,38,18,4,2,394,31,balanced,chicken:200g; pasta:150g; carrots:100g; soy sauce:75g; oil:10g,"stovetop, oven","batch-cooking, meal-prep, balanced, stovetop, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine chicken with soy sauce. 5. Serve with pasta.
930,beef_noodles_930,beef,noodles,carrots,pesto,730,52,40,40,4,2,743,73,weekend,beef:200g; noodles:150g; carrots:100g; pesto:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, weekend, air fryer, slow cooker",1. Batch cook beef (store for 2–3 meals). 2. Marinate the beef for better flavor. 3. Prepare noodles in bulk. 4. Cook carrots. 5. Combine beef with pesto. 6. Serve with noodles. 7. Plate carefully and add garnish.
931,pork_potatoes_931,pork,potatoes,zucchini,soy sauce,660,54,26,38,3,1,746,47,weekend,pork:200g; potatoes:150g; zucchini:100g; soy sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, weekend, microwave",1. Batch cook pork (store for 2–3 meals). 2. Marinate the pork for better flavor. 3. Prepare potatoes in bulk. 4. Cook zucchini. 5. Combine pork with soy sauce. 6. Serve with potatoes. 7. Plate carefully and add garnish.
932,pork_noodles_932,pork,noodles,zucchini,tomato sauce,720,54,40,38,4,2,681,22,quick,pork:200g; noodles:150g; zucchini:100g; tomato sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook zucchini. 4. Combine pork with tomato sauce. 5. Serve with noodles.
933,tofu_noodles_933,tofu,noodles,zucchini,garlic sauce,406,16,40,20,4,2,558,19,quick,tofu:200g; noodles:150g; zucchini:100g; garlic sauce:75g; oil:10g,"air fryer, slow cooker","batch-cooking, meal-prep, quick, air fryer, slow cooker",1. Batch cook tofu (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook zucchini. 4. Combine tofu with garlic sauce. 5. Serve with noodles.
934,shrimp_rice_934,shrimp,rice,spinach,garlic sauce,468,48,42,12,4,2,340,16,quick,shrimp:200g; rice:150g; spinach:100g; garlic sauce:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare rice in bulk. 3. Cook spinach. 4. Combine shrimp with garlic sauce. 5. Serve with rice.
935,pork_tortilla_935,pork,tortilla,spinach,cream sauce,858,54,75,38,8,4,499,18,quick,pork:200g; tortilla:150g; spinach:100g; cream sauce:75g; oil:10g,"air fryer, stovetop, slow cooker","batch-cooking, meal-prep, quick, air fryer, stovetop, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook spinach. 4. Combine pork with cream sauce. 5. Serve with tortilla.
936,shrimp_noodles_936,shrimp,noodles,onion,garlic sauce,462,48,40,12,4,2,649,20,quick,shrimp:200g; noodles:150g; onion:100g; garlic sauce:75g; oil:10g,"microwave, oven, slow cooker","batch-cooking, meal-prep, quick, microwave, oven, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook onion. 4. Combine shrimp with garlic sauce. 5. Serve with noodles.
937,pork_pasta_937,pork,pasta,broccoli,garlic sauce,708,54,38,38,4,2,394,11,quick,pork:200g; pasta:150g; broccoli:100g; garlic sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, quick, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook broccoli. 4. Combine pork with garlic sauce. 5. Serve with pasta.
938,turkey_quinoa_938,turkey,quinoa,spinach,teriyaki,508,64,32,14,3,2,572,25,quick,turkey:200g; quinoa:150g; spinach:100g; teriyaki:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, quick, microwave, stovetop, slow cooker",1. Batch cook turkey (store for 2–3 meals). 2. Prepare quinoa in bulk. 3. Cook spinach. 4. Combine turkey with teriyaki. 5. Serve with quinoa.
939,tofu_noodles_939,tofu,noodles,green beans,teriyaki,406,16,40,20,4,2,457,35,balanced,tofu:200g; noodles:150g; green beans:100g; teriyaki:75g; oil:10g,stovetop,"batch-cooking, meal-prep, balanced, stovetop",1. Batch cook tofu (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook green beans. 4. Combine tofu with teriyaki. 5. Serve with noodles.
940,shrimp_quinoa_940,shrimp,quinoa,green beans,tomato sauce,450,54,32,12,3,2,535,70,weekend,shrimp:200g; quinoa:150g; green beans:100g; tomato sauce:75g; oil:10g,"air fryer, microwave, stovetop","batch-cooking, meal-prep, weekend, air fryer, microwave, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare quinoa in bulk. 4. Cook green beans. 5. Combine shrimp with tomato sauce. 6. Serve with quinoa. 7. Plate carefully and add garnish.
941,turkey_tortilla_941,turkey,tortilla,green beans,soy sauce,658,58,75,14,8,4,481,20,quick,turkey:200g; tortilla:150g; green beans:100g; soy sauce:75g; oil:10g,air fryer,"batch-cooking, meal-prep, quick, air fryer",1. Batch cook turkey (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook green beans. 4. Combine turkey with soy sauce. 5. Serve with tortilla.
942,chicken_noodles_942,chicken,noodles,carrots,garlic sauce,572,62,40,18,4,2,757,42,balanced,chicken:200g; noodles:150g; carrots:100g; garlic sauce:75g; oil:10g,oven,"batch-cooking, meal-prep, balanced, oven",1. Batch cook chicken (store for 2–3 meals). 2. Prepare noodles in bulk. 3. Cook carrots. 4. Combine chicken with garlic sauce. 5. Serve with noodles.
943,shrimp_tortilla_943,shrimp,tortilla,peppers,tomato sauce,600,48,75,12,8,4,420,19,quick,shrimp:200g; tortilla:150g; peppers:100g; tomato sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, quick, stovetop",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare tortilla in bulk. 3. Cook peppers. 4. Combine shrimp with tomato sauce. 5. Serve with tortilla.
944,chicken_potatoes_944,chicken,potatoes,green beans,garlic sauce,512,62,26,18,3,1,391,25,quick,chicken:200g; potatoes:150g; green beans:100g; garlic sauce:75g; oil:10g,stovetop,"batch-cooking, meal-prep, quick, stovetop",1. Batch cook chicken (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook green beans. 4. Combine chicken with garlic sauce. 5. Serve with potatoes.
945,shrimp_pasta_945,shrimp,pasta,carrots,teriyaki,450,48,38,12,4,2,729,18,quick,shrimp:200g; pasta:150g; carrots:100g; teriyaki:75g; oil:10g,microwave,"batch-cooking, meal-prep, quick, microwave",1. Batch cook shrimp (store for 2–3 meals). 2. Prepare pasta in bulk. 3. Cook carrots. 4. Combine shrimp with teriyaki. 5. Serve with pasta.
946,pork_potatoes_946,pork,potatoes,broccoli,pesto,660,54,26,38,3,1,560,17,quick,pork:200g; potatoes:150g; broccoli:100g; pesto:75g; oil:10g,"microwave, stovetop, slow cooker","batch-cooking, meal-prep, quick, microwave, stovetop, slow cooker",1. Batch cook pork (store for 2–3 meals). 2. Prepare potatoes in bulk. 3. Cook broccoli. 4. Combine pork with pesto. 5. Serve with potatoes.
947,shrimp_pasta_947,shrimp,pasta,broccoli,cream sauce,450,48,38,12,4,2,720,85,weekend,shrimp:200g; pasta:150g; broccoli:100g; cream sauce:75g; oil:10g,slow cooker,"batch-cooking, meal-prep, weekend, slow cooker",1. Batch cook shrimp (store for 2–3 meals). 2. Marinate the shrimp for better flavor. 3. Prepare pasta in bulk. 4. Cook broccoli. 5. Combine shrimp with cream sauce. 6. Serve with pasta. 7. Plate carefully and add garnish.
