id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,prep_time_min,difficulty,instructions
799,pork_pasta_meal_extra_799,pork,pasta,carrots,cream sauce,499,34,95,34,10,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the pork until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
800,turkey_noodles_meal_extra_800,turkey,noodles,zucchini,tomato sauce,581,21,44,20,18,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
801,tofu_pasta_meal_extra_801,tofu,pasta,broccoli,cream sauce,835,40,68,10,30,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
802,chicken_noodles_meal_extra_802,chicken,noodles,spinach,soy sauce,479,26,89,32,30,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the chicken until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
803,beef_rice_meal_extra_803,beef,rice,spinach,soy sauce,453,60,60,31,26,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the beef until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
804,salmon_quinoa_meal_extra_804,salmon,quinoa,zucchini,cream sauce,777,51,67,33,31,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the salmon until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
805,turkey_quinoa_meal_extra_805,turkey,quinoa,peppers,pesto,441,52,66,25,25,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the turkey until done. 5. Add the peppers and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
806,shrimp_pasta_meal_extra_806,shrimp,pasta,carrots,garlic sauce,589,52,49,16,30,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the shrimp until done. 5. Add the carrots and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the pasta and serve.
807,turkey_quinoa_meal_extra_807,turkey,quinoa,green beans,cream sauce,688,21,85,12,26,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
808,lentils_potatoes_meal_extra_808,lentils,potatoes,broccoli,teriyaki,833,39,45,24,24,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
809,shrimp_quinoa_meal_extra_809,shrimp,quinoa,broccoli,teriyaki,835,46,61,11,44,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
810,turkey_rice_meal_extra_810,turkey,rice,broccoli,garlic sauce,647,37,68,26,42,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the turkey until done. 5. Add the broccoli and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
811,tofu_quinoa_meal_extra_811,tofu,quinoa,spinach,teriyaki,609,53,43,14,47,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
812,chicken_quinoa_meal_extra_812,chicken,quinoa,zucchini,garlic sauce,564,21,48,20,30,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the chicken until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the quinoa and serve.
813,chicken_pasta_meal_extra_813,chicken,pasta,peppers,teriyaki,633,26,54,35,50,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the chicken until done. 5. Add the peppers and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
814,shrimp_noodles_meal_extra_814,shrimp,noodles,spinach,soy sauce,877,27,42,30,60,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
815,tofu_pasta_meal_extra_815,tofu,pasta,spinach,teriyaki,423,34,62,14,37,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
816,salmon_potatoes_meal_extra_816,salmon,potatoes,green beans,soy sauce,743,22,85,19,35,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the salmon until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
817,shrimp_noodles_meal_extra_817,shrimp,noodles,broccoli,teriyaki,639,33,88,15,26,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
818,salmon_pasta_meal_extra_818,salmon,pasta,peppers,garlic sauce,651,45,93,27,36,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the pasta and serve.
819,turkey_rice_meal_extra_819,turkey,rice,zucchini,soy sauce,448,46,49,14,60,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
820,tofu_noodles_meal_extra_820,tofu,noodles,peppers,pesto,474,53,74,32,59,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the tofu until done. 5. Add the peppers and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
821,pork_quinoa_meal_extra_821,pork,quinoa,green beans,tomato sauce,438,22,83,15,44,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the pork until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
822,shrimp_rice_meal_extra_822,shrimp,rice,spinach,garlic sauce,712,36,61,34,31,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
823,shrimp_quinoa_meal_extra_823,shrimp,quinoa,broccoli,tomato sauce,760,45,81,13,23,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
824,tofu_potatoes_meal_extra_824,tofu,potatoes,broccoli,tomato sauce,678,48,75,25,34,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the potatoes and serve.
825,turkey_noodles_meal_extra_825,turkey,noodles,green beans,pesto,678,50,87,10,51,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
826,chicken_pasta_meal_extra_826,chicken,pasta,green beans,pesto,642,27,48,18,29,medium,1. Prepare the chicken by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the chicken until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
827,shrimp_rice_meal_extra_827,shrimp,rice,peppers,garlic sauce,493,26,83,25,57,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the shrimp until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
828,chicken_pasta_meal_extra_828,chicken,pasta,green beans,pesto,846,31,70,15,22,medium,1. Prepare the chicken by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the chicken until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
829,pork_quinoa_meal_extra_829,pork,quinoa,broccoli,tomato sauce,829,20,90,13,15,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
830,lentils_pasta_meal_extra_830,lentils,pasta,peppers,soy sauce,436,33,72,19,40,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
831,turkey_potatoes_meal_extra_831,turkey,potatoes,zucchini,soy sauce,793,35,87,10,10,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
832,beef_quinoa_meal_extra_832,beef,quinoa,green beans,garlic sauce,664,22,76,14,49,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the beef until done. 5. Add the green beans and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the quinoa and serve.
833,beef_pasta_meal_extra_833,beef,pasta,peppers,pesto,544,54,98,18,18,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the beef until done. 5. Add the peppers and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
834,chicken_quinoa_meal_extra_834,chicken,quinoa,broccoli,teriyaki,470,52,51,15,34,medium,1. Prepare the chicken by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the chicken until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
835,beef_potatoes_meal_extra_835,beef,potatoes,spinach,soy sauce,605,32,58,26,57,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the beef until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
836,tofu_pasta_meal_extra_836,tofu,pasta,green beans,teriyaki,829,35,86,19,11,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the tofu until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
837,lentils_noodles_meal_extra_837,lentils,noodles,zucchini,tomato sauce,655,37,51,35,10,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the lentils until done. 5. Add the zucchini and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
838,lentils_pasta_meal_extra_838,lentils,pasta,peppers,soy sauce,783,32,93,28,36,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
839,turkey_pasta_meal_extra_839,turkey,pasta,carrots,pesto,645,49,66,27,42,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
840,shrimp_quinoa_meal_extra_840,shrimp,quinoa,spinach,pesto,412,59,71,10,55,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
841,shrimp_potatoes_meal_extra_841,shrimp,potatoes,green beans,garlic sauce,563,23,87,30,54,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the shrimp until done. 5. Add the green beans and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the potatoes and serve.
842,beef_noodles_meal_extra_842,beef,noodles,broccoli,pesto,672,32,57,11,21,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
843,pork_noodles_meal_extra_843,pork,noodles,spinach,pesto,570,40,81,31,24,easy,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the pork until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
844,pork_rice_meal_extra_844,pork,rice,carrots,garlic sauce,509,22,88,32,38,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the pork until done. 5. Add the carrots and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
845,turkey_pasta_meal_extra_845,turkey,pasta,peppers,soy sauce,691,44,81,12,45,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the turkey until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
846,tofu_pasta_meal_extra_846,tofu,pasta,carrots,tomato sauce,405,37,41,21,48,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
847,lentils_noodles_meal_extra_847,lentils,noodles,carrots,teriyaki,538,46,89,26,18,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the lentils until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the noodles and serve.
848,lentils_rice_meal_extra_848,lentils,rice,peppers,soy sauce,665,55,79,18,15,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
849,pork_quinoa_meal_extra_849,pork,quinoa,spinach,tomato sauce,564,41,52,10,31,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the pork until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
850,salmon_rice_meal_extra_850,salmon,rice,green beans,garlic sauce,581,24,53,21,31,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the salmon until done. 5. Add the green beans and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
851,pork_pasta_meal_extra_851,pork,pasta,peppers,soy sauce,404,38,58,13,54,easy,1. Prepare the pork by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the pork until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
852,lentils_noodles_meal_extra_852,lentils,noodles,zucchini,garlic sauce,442,36,96,28,18,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the lentils until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
853,turkey_quinoa_meal_extra_853,turkey,quinoa,carrots,pesto,722,55,85,30,57,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
854,shrimp_noodles_meal_extra_854,shrimp,noodles,zucchini,cream sauce,538,32,45,29,56,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the shrimp until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
855,lentils_noodles_meal_extra_855,lentils,noodles,peppers,soy sauce,833,45,90,20,35,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
856,chicken_noodles_meal_extra_856,chicken,noodles,zucchini,cream sauce,779,23,68,16,53,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the chicken until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
857,lentils_rice_meal_extra_857,lentils,rice,zucchini,cream sauce,419,57,81,20,26,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the lentils until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
858,pork_pasta_meal_extra_858,pork,pasta,carrots,pesto,487,47,69,28,12,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the pork until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
859,beef_pasta_meal_extra_859,beef,pasta,broccoli,garlic sauce,736,60,44,32,54,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the pasta and serve.
860,salmon_rice_meal_extra_860,salmon,rice,spinach,teriyaki,803,58,44,17,20,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the salmon until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the rice and serve.
861,pork_quinoa_meal_extra_861,pork,quinoa,peppers,pesto,816,27,53,29,58,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the pork until done. 5. Add the peppers and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
862,pork_noodles_meal_extra_862,pork,noodles,zucchini,tomato sauce,474,32,91,29,20,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the pork until done. 5. Add the zucchini and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
863,turkey_potatoes_meal_extra_863,turkey,potatoes,carrots,pesto,665,34,46,22,43,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
864,pork_rice_meal_extra_864,pork,rice,broccoli,garlic sauce,475,60,86,29,31,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
865,turkey_rice_meal_extra_865,turkey,rice,zucchini,garlic sauce,730,21,53,25,45,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the turkey until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
866,shrimp_quinoa_meal_extra_866,shrimp,quinoa,broccoli,tomato sauce,423,49,90,21,58,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
867,chicken_rice_meal_extra_867,chicken,rice,carrots,pesto,445,58,77,12,43,easy,1. Prepare the chicken by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
868,turkey_rice_meal_extra_868,turkey,rice,spinach,garlic sauce,754,28,94,29,55,easy,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
869,chicken_rice_meal_extra_869,chicken,rice,zucchini,tomato sauce,685,39,85,14,20,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the chicken until done. 5. Add the zucchini and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
870,pork_potatoes_meal_extra_870,pork,potatoes,peppers,tomato sauce,414,54,49,25,33,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the pork until done. 5. Add the peppers and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the potatoes and serve.
871,pork_rice_meal_extra_871,pork,rice,broccoli,teriyaki,671,31,43,15,22,medium,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the rice and serve.
872,beef_potatoes_meal_extra_872,beef,potatoes,green beans,pesto,697,44,97,21,53,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the beef until done. 5. Add the green beans and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
873,chicken_rice_meal_extra_873,chicken,rice,peppers,teriyaki,887,47,94,26,19,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the chicken until done. 5. Add the peppers and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the rice and serve.
874,tofu_pasta_meal_extra_874,tofu,pasta,carrots,teriyaki,799,37,72,33,44,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the tofu until done. 5. Add the carrots and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
875,pork_rice_meal_extra_875,pork,rice,broccoli,pesto,446,38,84,33,59,easy,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the pork until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
876,shrimp_quinoa_meal_extra_876,shrimp,quinoa,carrots,tomato sauce,403,39,89,24,15,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the shrimp until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
877,chicken_noodles_meal_extra_877,chicken,noodles,green beans,soy sauce,883,60,68,35,38,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the chicken until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
878,salmon_noodles_meal_extra_878,salmon,noodles,zucchini,tomato sauce,578,59,44,29,58,hard,1. Prepare the salmon by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the salmon until done. 5. Add the zucchini and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
879,pork_noodles_meal_extra_879,pork,noodles,green beans,cream sauce,403,34,90,10,39,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the pork until done. 5. Add the green beans and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
880,turkey_rice_meal_extra_880,turkey,rice,broccoli,pesto,606,38,49,28,21,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the turkey until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the rice and serve.
881,shrimp_potatoes_meal_extra_881,shrimp,potatoes,broccoli,pesto,722,33,44,24,19,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the shrimp until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
